customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
72775308,Pranit Dalal,sharafethan@example.net,+912920406951,"562, Balay Marg, Guwahati 492482",Unnao,775317,2023-02-28,Regular,19,679.86
60091660,Harsh Kata,utaneja@example.com,+916295317499,"H.No. 705, Gopal, Hubli–Dharwad 891430",Alappuzha,934230,2025-01-18,New,1,1710.87
83124911,Saumya Deol,rajagopalansamesh@example.net,+917828055764,"H.No. 498, Varma Path
Eluru 558339",Suryapet,244305,2023-11-16,Premium,15,1610.76
97084595,Hema Sidhu,fparmer@example.net,+919138729845,"247
Singh Path, Dewas-824270",Tiruvottiyur,687129,2023-08-19,Regular,16,1119.72
48840423,Abha Bhatia,choudhryjagrati@example.net,+915500164743,"H.No. 98
Pradhan Circle
Madhyamgram-101462",Chandrapur,691706,2025-03-15,New,19,1558.53
96381974,Ayaan Sunder,jack50@example.org,+918844419451,"H.No. 50
Aurora, Raurkela Industrial Township-223321",Bangalore,549299,2024-05-11,New,3,1780.61
11010787,Urmi Dasgupta,uloke@example.org,+910821219096,"H.No. 16
Dhar Zila
Jorhat-620853",Kakinada,027324,2023-11-23,Inactive,17,1058.0
23685481,Bhavya Singh,deytanmayi@example.com,+917356223562,"75/055
Pant Zila, Yamunanagar-216907",Warangal,208883,2023-02-25,Inactive,18,612.38
19696180,Odika Mahal,yashasvi49@example.net,+919297307501,"H.No. 21, Bains Chowk, Ramgarh-431363",Warangal,847400,2025-06-23,New,3,1585.91
20530487,Peter Shanker,dayitabhattacharyya@example.com,+911114086365,"71/55, Bedi Circle, Amravati-054110",Kalyan-Dombivli,514463,2025-08-18,Premium,8,796.31
88986523,Vasana Virk,chaaya47@example.net,+910920179901,"H.No. 622, Som Circle, Jhansi 063625",Aizawl,508395,2023-08-16,Regular,19,1483.14
72768956,Lohit Sarna,ubikajani@example.org,+917775814608,"H.No. 32, Sastry Path
Kulti-914936",Agra,936066,2023-01-12,Inactive,2,630.75
84408816,Rajata Biswas,kapurjack@example.org,+919587192463,"H.No. 32, Banerjee Circle, Sasaram 579406",Patna,576145,2025-06-12,New,13,1938.65
19539062,Raagini Murty,bedisanya@example.com,+912999630323,"H.No. 187, Shenoy Street, Firozabad-459642",Gandhinagar,197426,2024-09-13,Premium,3,582.36
19208818,Harshil Jain,qbrar@example.com,+913189443368,"H.No. 78, Rajan Path
Ambattur-207544",Kottayam,333814,2024-02-11,Premium,6,1763.24
96605401,Gayathri Dugal,maanavbanik@example.net,+915775540747,"H.No. 447
Bava Zila, Alwar 187119",Rajpur Sonarpur,198128,2023-07-11,Regular,15,456.33
91302937,Chavvi Sharaf,yogijanani@example.net,+916507452166,"83/66, Dalal Circle, Kavali-169682",Panipat,591888,2024-04-12,Inactive,15,1715.16
75405165,Mitesh Prabhakar,rajalaksh@example.org,+911512701790,"H.No. 21
Muni Zila
Karnal-729112",Mysore,232742,2025-07-16,Premium,9,1821.07
99699212,Saanvi Khurana,gsaini@example.org,+917235342186,"61/09, Amble Road, Jalna 187162",Begusarai,200723,2023-09-19,Regular,10,1751.65
27176930,Amrita Rau,srivastavayashasvi@example.org,+917794978828,"72
Sundaram Road, Kollam-851829",Guna,031673,2025-05-20,Regular,7,1485.42
16566516,Riya Raju,rvarma@example.com,+916222816939,"17/053
Dhingra Street
Bahraich-361371",Ichalkaranji,893156,2023-10-29,Regular,3,1584.49
53388094,Naveen Trivedi,sarasahota@example.org,+913855744103,"H.No. 453
Issac Street, Jorhat 842095",Erode,318650,2023-10-28,Premium,7,547.28
33850686,Aarush Sarkar,aggarwalrajeshri@example.com,+910512217797,"93/796
Ben Circle, Madanapalle-861138",Bhind,763902,2025-01-31,Premium,9,1230.55
91419258,Chasmum Ratta,krishnavedant@example.net,+913810844605,"35/953, Prabhakar Path
Panvel 460476",Thiruvananthapuram,609345,2023-01-09,Regular,16,853.13
43116531,Rachana Padmanabhan,myogi@example.org,+911224734044,"749, Dugar Road
Proddatur-416195",Ghaziabad,317568,2024-03-24,Regular,13,516.86
6818394,Abhiram Varty,peterbera@example.com,+915963888074,"92, Sami Marg
Anantapur-024663",Malegaon,256555,2025-07-15,Premium,8,793.93
17257339,Liam Sarraf,nbahl@example.org,+919634611675,"H.No. 068, More Path, Kolhapur 734934",Rajahmundry,104561,2024-08-14,Inactive,14,710.33
78367805,Dipta Luthra,godayashoda@example.org,+912734980802,"H.No. 694
Kulkarni Chowk
Thane-868992",Vijayanagaram,617987,2023-12-17,New,18,820.03
4935772,Aradhana Ahluwalia,chanakya33@example.org,+915740338985,"79/501
Dhawan Chowk, Chinsurah-690789",Bhilai,352221,2023-10-11,Premium,20,1571.73
26294845,Samuel Badami,tripti43@example.org,+912234245188,"H.No. 72
Gour Ganj
Ramagundam 395955",Kakinada,199123,2024-06-20,Inactive,7,1708.23
64341566,Dhriti Venkataraman,vanshabhatti@example.com,+914875029874,"15/641
Lall, Nizamabad 915155",Salem,974423,2025-10-06,Premium,9,456.52
47996370,Osha Naidu,vidhibahri@example.net,+917479377721,"H.No. 128, Murty Chowk, Junagadh-402859",Gorakhpur,693769,2025-04-21,Inactive,13,651.47
21789626,Vasatika Sahota,spanchal@example.com,+915776563946,"67
Modi Path, Dehri-871278",Arrah,284089,2023-08-15,Inactive,4,1730.76
20454376,Utkarsh Choudhary,dhingraaarnav@example.net,+919945775712,"534
Shroff Nagar, Bhimavaram-845863",Dewas,837808,2023-06-08,Inactive,6,1566.04
43352115,Gagan Karan,srau@example.com,+910032802019,"363, Setty Ganj
Bikaner-571083",Nangloi Jat,109816,2025-07-27,Regular,17,1240.93
59959294,Vasatika Sundaram,dassbanjeet@example.org,+910656437291,"35, Palla Road, Bally 702187",Indore,128899,2023-01-12,New,9,525.7
13161369,Upkaar Kala,rkade@example.com,+919359004891,"590
Thaker Zila, Alappuzha-194597",Allahabad,145141,2024-09-04,Regular,7,753.42
42112481,Yashoda Kakar,hemang11@example.org,+916983343257,"H.No. 586, Garde Circle, Raurkela Industrial Township 006607",Darbhanga,724546,2023-05-11,Premium,10,696.51
22646984,Megha Swaminathan,patladalaja@example.com,+912914885349,"H.No. 181
Thakkar Circle, North Dumdum-885263",Phusro,781781,2024-01-30,Inactive,12,1085.03
11429144,Kritika Dash,edhitha14@example.org,+916705165101,"65/728, Sami Zila, Akola-002599",Shimoga,531887,2023-08-29,Premium,18,1971.75
34806743,Laban Zachariah,jpandey@example.com,+913425319651,"H.No. 932
Hans Chowk, Ghaziabad 999889",Motihari,961685,2023-05-03,Premium,9,1895.97
776572,Shravya Sarma,pratyush58@example.net,+913347303512,"280, Kari Street
Siliguri-442563",Hubli–Dharwad,648937,2023-06-25,Inactive,10,963.25
98595144,Hamsini Gopal,ravelvasatika@example.org,+915427146957,"58/97
Malhotra Circle, Kharagpur-210176",Ongole,593667,2023-08-01,Regular,1,1625.59
62298247,Yatan Raj,zilmil23@example.com,+912298543938,"49, Sha Chowk, Gopalpur-845037",Katihar,694828,2025-12-10,New,15,1383.11
62314197,Vasatika Garde,divangirik@example.org,+915975567681,"H.No. 519
Ray Marg
Nellore 237303",Rajahmundry,248080,2024-11-04,Inactive,2,1716.71
39129528,Aachal Karan,priyagoswami@example.com,+915495258592,"88/34, Shankar Road, Thanjavur-346324",Hindupur,829503,2025-12-13,Premium,11,937.75
20041372,Idika Sha,masonrai@example.org,+919569848708,"61/70, Mohanty Marg, Jhansi-915953",Katni,296566,2023-02-05,Premium,7,1393.76
91632223,Faraj Zacharia,wridesh43@example.org,+918406114796,"21/266
Tak Circle
Tiruvottiyur-048401",Danapur,116743,2024-10-04,Inactive,4,1837.2
50730765,Charles Taneja,zvarty@example.com,+919547781715,"36/59, Golla Chowk, Thane 620866",Khora ,465740,2023-08-19,New,17,446.56
36077610,Shravya Bir,siddharthdhingra@example.net,+918079281850,"11/47, Pal Chowk
Morbi 229016",Jabalpur,915650,2024-03-25,Inactive,3,1644.81
27254456,Janaki Lanka,iganesh@example.net,+919625572145,"22/21
Ramachandran Marg, Katni 371060",Howrah,343872,2023-04-04,Regular,11,381.43
53530994,Amol Dash,qpatla@example.net,+917992748073,"372, Mammen Zila
Salem 260953",Dewas,268250,2023-12-09,Premium,6,781.19
57933236,Varsha Kata,deolfaraj@example.net,+912300766216,"H.No. 53, Tank Chowk
Navi Mumbai-560086",Kavali,084836,2025-05-04,New,2,491.49
46951537,Adweta Parekh,yiyengar@example.com,+911941183951,"93/799
Kant Marg
Giridih 985103",Noida,011727,2025-11-25,Premium,10,645.85
31600088,Geetika D’Alia,caleb50@example.net,+911050699402,"85/39, Nagy Nagar
Dharmavaram 206356",Nadiad,020965,2025-06-30,Inactive,10,1741.4
23205522,Vasatika Bahl,dhora@example.net,+919675634987,"66/88
Sidhu Path, Firozabad-609886",Raichur,227233,2023-07-05,Regular,2,527.7
86223549,Chaaya Iyengar,dayamaichatterjee@example.net,+919301807966,"92/086
Narayan Ganj
Mathura-812319",Bhind,985111,2025-11-21,New,7,1346.23
14184551,Ishwar Vora,vamakshibhargava@example.com,+914066564907,"H.No. 519, Gulati Chowk, Pali 300182",Ghaziabad,878886,2023-11-24,New,19,878.07
58182998,Neelima Sood,nachiketmammen@example.org,+916982148904,"H.No. 595, Pandey Ganj
Sambalpur-432952",Amravati,503881,2025-06-21,Premium,18,525.04
1676882,Raghav Bora,raghavkulkarni@example.com,+919986216714,"58/293, Khanna Zila
Gandhinagar-026733",Mau,688024,2024-11-16,Regular,16,1710.64
93207287,Qabil Talwar,ravalabdul@example.net,+917403348093,"83/58, Narang Ganj, Korba 385134",Dewas,491671,2025-09-30,New,2,835.31
43098528,Chandani Bose,tanmayi31@example.net,+916339963524,"787, Sagar Circle, Siliguri 168397",Amritsar,400973,2024-04-09,New,14,335.06
60011249,Nikita Oommen,sulebhavini@example.com,+913711807781,"H.No. 065
Dewan Circle, Bardhaman-445237",Tezpur,726696,2025-10-21,Premium,3,700.12
63052437,Faras Raj,doraekavir@example.com,+915811942931,"H.No. 73
Apte Road, Vijayawada 551826",Khammam,786507,2023-09-20,Inactive,8,229.6
4612258,Kalpit Varkey,tripti51@example.org,+915718731137,"06
Hayer Street, Bulandshahr-540896",Hazaribagh,429679,2024-10-31,Inactive,9,1613.77
56396170,Reyansh Pandit,thomassundaram@example.org,+915889159240,"78/39
Khosla Path, Ranchi-571149",Jamshedpur,267577,2024-03-10,New,5,1958.35
32591531,Harini Dave,sibalbenjamin@example.net,+918148001825,"H.No. 86, Borde Road, Tiruvottiyur 950340",Silchar,373060,2023-02-24,Premium,12,1504.85
45549295,Hemani Shetty,sethedhitha@example.org,+911664913635,"H.No. 01, Cheema Path
Nagercoil-028575",Mango,152193,2025-06-12,Regular,8,978.41
34028918,Sarthak Bhat,daniel16@example.net,+918114650147,"H.No. 46
Chaudhry Street
Nandyal 398546",Orai,565147,2024-09-04,New,12,1720.76
23540360,Arya Barad,ndivan@example.net,+918170637471,"H.No. 81, Chander Nagar, Thane-293510",Amaravati,354331,2025-03-18,New,10,1659.19
86466321,Meera Manne,ansh52@example.net,+914375591475,"H.No. 613, Master Zila, South Dumdum-276749",Ahmednagar,799144,2024-01-18,New,2,1463.54
3022777,Saumya Balan,munshiabhiram@example.com,+914568189991,"19/79, Memon Road, Bhalswa Jahangir Pur-182318",Srikakulam,332862,2024-09-19,New,8,1532.59
80980568,Vasana Raju,charanmol@example.com,+918417151196,"76/81
Bava Path
Sonipat 954532",Darbhanga,133306,2023-05-16,Inactive,16,286.99
72270045,Watika Salvi,loganbose@example.com,+912988618932,"016, Brar Street
Pondicherry 006404",Kanpur,414171,2023-05-15,Premium,19,1903.97
21205236,Anvi Kannan,fariq00@example.net,+915023652708,"069, Kari Marg
Sasaram-277084",Sirsa,465336,2023-03-05,New,15,977.45
79398185,Idika Madan,zthaman@example.net,+918314740646,"23/92, Wali Road, Hazaribagh-976430",Vellore,311155,2025-07-16,Regular,20,1405.59
11475924,Ranbir Sanghvi,champak01@example.org,+912850589303,"72/68
Rama Nagar
Fatehpur-945072",Bangalore,876103,2023-11-29,New,16,1795.62
90195159,Ekaja Kothari,flad@example.net,+916464084084,"83/93, Venkataraman Road, Darbhanga 731113",Jamshedpur,127983,2025-10-28,Premium,5,322.15
82128606,Chatresh Sem,ayaan69@example.org,+917220370725,"53/615, Bhavsar Road
Bhimavaram 783210",Khandwa,690334,2024-03-07,Regular,19,669.86
90021921,Chakradev Mammen,upadhriti96@example.org,+911307181907,"79/32, Banerjee Chowk, Gangtok 241063",Pune,627859,2025-09-25,New,20,1766.2
16945038,Manya Prasad,ryan86@example.com,+917895545608,"H.No. 35, Kibe Street, Berhampur-236335",Baranagar,162399,2024-04-24,Premium,8,1231.75
37927569,Darpan Shah,noah98@example.org,+919808467391,"H.No. 310
Sura Path
Vasai-Virar 865825",Bihar Sharif,964895,2025-08-02,New,11,495.23
47194592,Zansi Char,pkoshy@example.org,+914295521975,"68/24
Chaudhari, Dharmavaram-722712",Loni,723508,2025-09-23,Inactive,5,1768.46
98118411,Ekaraj Upadhyay,tbassi@example.com,+914763017846,"75
Lanka Marg, Arrah-273237",Saharsa,993853,2025-06-22,New,6,260.5
18394617,Vincent Bera,anita65@example.com,+911878052201,"H.No. 987
Parmer Road
Haridwar 561289",Raiganj,718070,2023-09-15,Inactive,20,1494.88
69524097,Rohan Deshpande,nagaroeshi@example.org,+918018227570,"04
Majumdar Marg
Fatehpur-894926",Raipur,698501,2024-12-11,Regular,7,1073.88
8308552,Aradhana Dhar,jbalasubramanian@example.net,+918878002279,"H.No. 380, Sinha Zila
Howrah-813109",Varanasi,916984,2025-09-02,Premium,16,1227.08
33170230,Forum Narasimhan,zchauhan@example.com,+916460048592,"53/33
Srinivasan Road, Bhopal 408698",Thoothukudi,775930,2024-10-16,Premium,16,1922.04
14635865,Manya Karpe,zmadan@example.net,+910164046254,"23
Bhatti Path, Unnao 303298",Salem,826448,2023-11-24,Regular,9,1771.51
93934066,Andrew Sehgal,veer24@example.net,+915535115757,"H.No. 25
Chanda Chowk, Ghaziabad-427077",Bikaner,076767,2024-12-05,Inactive,4,1649.58
16849043,Maanas Tata,qarinbakshi@example.net,+912847833746,"93
Ramesh Chowk, Proddatur-045216",Sikar,893583,2023-05-23,New,10,1577.72
36348774,Jonathan Sen,indali90@example.org,+912272047931,"18/796
Kala Chowk
Nagpur 709463",Kollam,271647,2023-08-23,Inactive,15,1235.13
31092159,Xavier Patil,ganesanwridesh@example.com,+911771681538,"29/253, Bhavsar Marg, Kumbakonam 310376",Bhavnagar,957821,2025-10-09,Inactive,19,266.56
30136129,Ijaya Wadhwa,falan78@example.com,+915079906202,"H.No. 938, Borah, Raurkela Industrial Township 619602",Begusarai,933825,2023-06-20,Premium,18,353.57
21391783,Oeshi Chana,odasgupta@example.com,+918967672425,"24/153
Dhaliwal Nagar
Parbhani-398279",Srinagar,972561,2024-07-28,Regular,12,1893.63
33561375,Suhani Bhatia,gdey@example.net,+913649265206,"95, Patla Nagar
Meerut-780431",Nagpur,652381,2025-12-03,Premium,17,1639.61
7547297,Rohan Dhillon,mkalla@example.net,+914610036491,"H.No. 733, Sunder Nagar, Jamnagar-759754",Vijayawada,260405,2024-01-25,Premium,4,733.17
70135969,Rachana Behl,naksh83@example.net,+917011534738,"H.No. 76
Deo Path, Kulti 251384",Akola,365683,2024-10-24,Regular,19,1392.76
44717085,Inaya Aurora,radhaagarwal@example.com,+915604905369,"341
Mittal Nagar
Madhyamgram-245014",Katihar,916993,2024-12-15,Regular,15,1895.77
1618323,Joshua Sanghvi,kamyamajumdar@example.com,+919391619080,"78/396
Chanda Road, Aurangabad-908838",Rourkela,022406,2023-07-30,Premium,7,1452.07
41200557,Yochana Hegde,samble@example.net,+910089571431,"00, Ganesh Ganj
Purnia 208042",Munger,423978,2024-08-15,Regular,9,1061.73
96905166,Luke Pillay,tchaudhary@example.net,+912209963540,"53/33, Dani
Berhampur 251663",Anantapur,411228,2023-05-11,Regular,10,1493.78
59317319,Damyanti Chowdhury,lokehamsini@example.com,+917233997807,"12/624
Sinha Marg, Srinagar 573272",Rajpur Sonarpur,768788,2025-07-11,Premium,12,672.0
4902227,Krishna Tailor,saranyashasvi@example.com,+917228544324,"26/747, Rama Circle, Nadiad 041898",Mumbai,437258,2025-02-09,New,4,209.97
16009141,Vasatika Wason,rushil48@example.net,+911938840801,"H.No. 646
Khalsa Chowk
Hapur-590435",Mira-Bhayandar,315690,2024-01-17,Premium,1,580.65
30647671,Indali Dayal,banikmohini@example.net,+918122036972,"737
Tank Ganj
Anantapuram-162812",Noida,601797,2025-02-17,Inactive,8,1947.9
63234285,Chaaya Kala,xdave@example.com,+914385918940,"682, Uppal Path
Rajpur Sonarpur-443513",Bhilai,002867,2023-01-01,New,14,1175.16
64807777,Champak Arya,parsawilliam@example.net,+916042959525,"94, Venkatesh Street
Bangalore 857016",Guntakal,268397,2023-11-16,Inactive,13,1546.04
36956976,Shivansh Lad,ektabora@example.com,+915250359341,"10, Mutti Street, Chapra 445077",Cuttack,910287,2025-06-30,New,8,1234.48
55843290,Xiti Din,hemani38@example.com,+917898845565,"310, Dora Road, Katni 470881",Unnao,721352,2024-08-15,New,16,719.18
58662192,Peter Sane,wnair@example.net,+915822105570,"59, Buch Chowk, Shahjahanpur 782511",Narasaraopet,894372,2024-08-17,Inactive,10,1638.14
41749511,Manbir Bora,shethmanbir@example.org,+917036384573,"532
Dewan Nagar
Ballia-921994",Panchkula,354474,2023-03-25,Regular,20,815.06
81296490,Leena Gokhale,znarula@example.com,+918237452823,"H.No. 773
Kapur Nagar, Ambarnath 856936",Tezpur,676428,2025-05-13,New,10,1105.27
68926205,Vivaan Sood,gayathri06@example.org,+919814919036,"35
Bhavsar Zila
Hajipur-688059",Chapra,158191,2024-01-19,Regular,1,485.73
42401807,Widisha Memon,ybandi@example.org,+919934507468,"100, Dubey Path, Dehradun 676280",Shahjahanpur,083712,2024-12-13,Premium,10,1617.42
1411497,Anay Dass,unniverma@example.net,+913449700765,"H.No. 10
Mander Path
Ozhukarai 180751",Secunderabad,159219,2024-07-21,Regular,10,461.28
97530629,Jackson Kapur,reyansh62@example.net,+918305368903,"51/006, Panchal, Ballia 439091",Bhind,146872,2023-12-07,Regular,18,1385.33
81580571,Ucchal Narula,saumya57@example.org,+913750726675,"H.No. 25
Nanda Marg
Bikaner-278897",Ajmer,858040,2025-01-08,Premium,6,922.21
55662913,Niharika Shukla,patlasiddharth@example.org,+914049519562,"94/22, Loke Nagar, Sultan Pur Majra-820070",Guna,813498,2024-09-13,Regular,18,990.58
79384617,Amara Devi,lborra@example.net,+914208561212,"H.No. 768
Walla Ganj, Visakhapatnam 162624",Siwan,829133,2024-12-04,New,14,365.45
66135443,Aarnav Baral,khoslarachit@example.com,+917734496636,"989, Char Zila, Imphal-614225",Delhi,792006,2024-12-17,New,3,277.11
37922880,Sudiksha Chauhan,jaggireva@example.com,+913221253197,"57/82, Gera Circle, Bangalore 099580",Hajipur,125928,2024-10-29,New,20,1629.58
6124901,Udant Chaudry,brijesh98@example.net,+911392368206,"36/389
Vasa Nagar
Firozabad-143343",Ambattur,027737,2024-01-12,New,2,1159.46
30794367,Joshua Shan,xchauhan@example.org,+917974993362,"H.No. 964, Luthra Circle, Deoghar 727722",Anantapur,606725,2023-09-26,New,15,1826.28
6103091,Kai Sahota,fraja@example.com,+918631471722,"01/671, Chaudhary Street, Tumkur 667489",Varanasi,508657,2025-09-12,Regular,3,1569.66
67155362,Yagnesh Kalita,dnanda@example.com,+910147584735,"462, Saxena Nagar
Adoni 785788",Shahjahanpur,019164,2023-07-17,Premium,16,1720.27
94861207,Karan Lanka,parmartanmayi@example.com,+910422072378,"H.No. 28
Gole Zila
Allahabad-361067",Ongole,409457,2024-05-27,Premium,1,857.43
2015678,Gayathri Sachdev,nehachoudhary@example.com,+916820925094,"298, Khosla Ganj
Tiruvottiyur 471263",Agra,874676,2025-10-02,Premium,16,952.31
50422589,Kabir Maharaj,chandransachi@example.com,+913483478906,"43, Lad Zila, Pimpri-Chinchwad-357495",Meerut,909883,2023-12-25,Premium,7,1063.89
35098593,Kavya Nanda,peter10@example.net,+910912262603,"64, Chahal Road
Amaravati-168812",Rewa,041315,2024-01-14,Regular,15,890.35
71624716,Jhalak Karpe,nkumar@example.net,+919946477875,"H.No. 541, Lata Street, Ramagundam 053571",Aligarh,204495,2023-11-25,New,10,914.67
99104779,Frado Munshi,utkarsh69@example.com,+914981813144,"73/89
Buch Path, Hindupur-292876",Loni,972394,2023-10-27,Premium,15,1378.6
40544096,Ansh Acharya,ysha@example.com,+910222720194,"06, Pandit Marg, Bangalore 705374",Kollam,190599,2024-08-18,Premium,11,325.39
87764817,Bachittar Som,naveensehgal@example.net,+919389195451,"50/826
Manda Zila, Barasat 718639",Tinsukia,161717,2023-05-01,Premium,12,1111.39
39914660,Yahvi Chander,keya07@example.org,+915898188915,"56/058, Bora Road, Satna 486272",Rajkot,135736,2023-04-08,Inactive,1,1946.79
32748310,Qarin Gokhale,rayaan71@example.net,+911019567967,"42
Pradhan Street
Firozabad-175936",Amroha,937397,2023-06-12,Premium,1,1744.1
70936609,Amaira Dewan,prishabal@example.org,+918371567337,"H.No. 898, Date Circle
Salem 221115",Fatehpur,490370,2025-04-13,Inactive,14,1910.73
99671600,Daksha Bansal,ibhardwaj@example.org,+919988053961,"00/20, Parikh, Miryalaguda-435186",Tinsukia,151341,2024-02-17,New,16,1241.53
75724776,Mekhala Kumar,gabrielmutti@example.com,+912522212399,"H.No. 67
Rattan Road
Hazaribagh 045168",Agartala,513015,2025-08-11,Inactive,20,1008.67
8175691,Faras Walia,ekiyamaster@example.net,+917650008890,"H.No. 70, Gala, Kavali-061767",Mahbubnagar,107677,2025-07-05,Premium,3,1408.44
88853429,Bakhshi Bedi,qdatta@example.com,+912595145188,"43/08, Bajaj Path
Mango-937411",Tirunelveli,773320,2025-03-30,Regular,14,1210.74
69579299,Bachittar Gole,yganguly@example.com,+916310671577,"930
Mannan Nagar, Chapra-075574",Siliguri,707109,2024-12-07,Regular,7,998.55
75358419,Sanya Sura,yuvrajsibal@example.net,+917848292749,"634
Sarin Nagar
Jaunpur 762191",Phagwara,952011,2024-11-24,New,16,527.92
11409802,Yutika Lall,bhavinibutala@example.net,+918742811314,"H.No. 987
Oak Street
Meerut-122155",Ichalkaranji,650430,2025-02-27,Premium,14,985.93
35051881,Dakshesh Chaudry,muniinaya@example.net,+910179609603,"H.No. 731
Dube Marg
Rohtak 142062",Durg,935026,2024-03-18,Regular,2,1755.68
28851616,Matthew Soman,frederickvaidya@example.net,+919957931657,"68, Lalla Ganj, Haridwar 689519",Davanagere,076069,2024-10-13,New,1,820.73
88628980,Varsha Setty,omya01@example.net,+915878983910,"42
Munshi Street
Amritsar-760808",Bellary,735884,2024-11-30,Inactive,2,1338.85
6202088,Zilmil Kata,qabil43@example.org,+918071060491,"91, Ravi Chowk, Ramagundam 083434",Proddatur,106795,2024-02-11,Premium,11,1558.43
66383837,Lila Choudhry,widisha97@example.com,+919460200658,"07/763
Mitra Chowk
Bulandshahr 775717",Tiruchirappalli,581918,2023-11-11,Inactive,7,1969.02
87418853,Vivaan Keer,bhardwajdipta@example.com,+916800021391,"11/18, Deshpande Ganj, Gulbarga-554711",Hapur,400159,2024-03-20,Inactive,20,873.1
46553352,Aadi Tella,samarth40@example.com,+913387954944,"H.No. 384
Batta Circle
Uluberia 193748",Shimla,948259,2025-03-06,Premium,11,844.1
64058008,Krish Chokshi,neelsalvi@example.com,+919097457028,"966
Pal Path
Guna-072587",Amaravati,957313,2023-06-26,Premium,1,1942.33
87581197,Abhimanyu Sem,barkhasha@example.org,+910230730803,"676, Mishra Zila
Ozhukarai-328267",Chapra,533365,2023-02-24,Premium,5,1237.42
32629621,Tanvi Baria,yachana13@example.org,+914262255641,"H.No. 37, Kari Street, Bettiah 873111",Jamalpur,481123,2023-09-14,Regular,14,1238.24
95080033,Lakshit Bava,jganesh@example.com,+911225324341,"263
Tella Circle, Bhopal-837658",Ambala,677430,2024-02-24,New,5,639.91
58820443,Karan Radhakrishnan,jyotidugal@example.net,+914738055622,"H.No. 825, Sibal Circle, Narasaraopet 969474",Farrukhabad,930866,2023-03-19,Inactive,12,1131.51
61986458,Jeet Jhaveri,kandazansi@example.org,+912777959001,"H.No. 575
Sule Chowk, Kharagpur 891509",Vasai-Virar,896922,2025-02-03,Regular,4,1221.88
33120408,Omkaar Manda,raoeshana@example.com,+913545783280,"H.No. 79, Brahmbhatt Circle
Sangli-Miraj & Kupwad 402795",Bathinda,880979,2025-03-11,Premium,3,1149.74
