customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
45703901,Manbir Hari,goelarunima@example.com,+919114708917,"53/397
Sachar Road, Khandwa-289655",Ajmer,433815,2023-12-02,Regular,15,1833.3
45237623,Nikita Gera,talwarhardik@example.net,+912507793833,"25/69
Brahmbhatt Road
Panvel 262924",Pondicherry,633367,2025-01-02,New,2,326.88
78171464,Hredhaan More,vrittiwalla@example.com,+919468891736,"04/57, Mishra Street
Singrauli 739178",Kollam,758715,2025-08-09,Regular,19,1053.31
1124674,Dayamai Comar,sidhunathan@example.net,+912848323962,"955
Rastogi Path, Bhiwani-825550",Bhavnagar,112465,2024-04-05,Regular,7,994.39
82926547,Aadi Minhas,pbarad@example.com,+912599202637,"H.No. 309, Butala Ganj, Kochi-670485",Shivpuri,968178,2025-01-05,Inactive,9,1148.86
97397115,Dhriti Mangat,ldhingra@example.org,+915506940011,"92/57, Panchal, Sasaram 039913",Davanagere,471693,2024-12-20,Inactive,11,750.77
57164697,Ucchal Magar,sarasubramaniam@example.net,+919917467578,"537, Kalita Ganj, Mira-Bhayandar-002388",Katihar,382605,2025-01-10,New,8,375.5
40996655,Bhavini Parekh,fitan23@example.net,+918379578160,"511
Virk Ganj, Silchar 861473",Ongole,749868,2025-02-28,New,1,991.58
80042302,Zayyan Goyal,farassen@example.net,+911678299437,"78, Sehgal Circle, Dindigul-470176",Anantapur,796900,2024-02-21,Regular,19,253.4
21777008,Girik Shankar,buchqabil@example.org,+915353935733,"098
Golla Nagar
Thoothukudi 933227",Hubli–Dharwad,801405,2023-02-07,New,18,987.24
93033318,Balvan Tiwari,dbhatti@example.com,+918825977128,"86, Zachariah Path, Sagar 188198",Buxar,728785,2025-09-12,Inactive,15,538.11
81751468,Sanaya Saxena,warhi01@example.net,+918383071042,"28, Grover Street, Dewas-486786",Nellore,191315,2024-08-06,Regular,20,823.55
81568748,Teerth Mandal,darasai@example.org,+916088857303,"35
Narang Road
Nellore-133699",Kota,574941,2023-02-28,Premium,17,236.62
87552559,Libni Chandra,fmangat@example.com,+919468507240,"55
Manne Path
Pudukkottai 698747",Yamunanagar,487752,2023-11-12,Regular,19,586.7
19944140,Robert Vohra,qbasu@example.com,+914631298692,"955, Nair Nagar
Mysore-449491",Chapra,861026,2025-01-23,Inactive,4,1663.22
11020695,Viraj Radhakrishnan,prashadfaraj@example.org,+915446017722,"88, Gade Road
Alwar-023643",Dhule,622173,2023-08-07,Inactive,18,602.64
97285016,Jeet Hora,lipika32@example.org,+912778594300,"H.No. 29
Batta Road
Dharmavaram 773299",Bhavnagar,814595,2023-03-24,Premium,11,716.42
24648980,Laksh Gala,tghosh@example.com,+910825487273,"H.No. 86
Dhawan Chowk
Sri Ganganagar 145132",Miryalaguda,397755,2025-06-15,Premium,3,704.96
74910676,Kevin Mammen,xkadakia@example.org,+913924703813,"62/18, Hegde Nagar
Arrah 485093",Tiruppur,684188,2025-02-22,Premium,7,464.91
86769977,Ganga Krishnan,niharika95@example.net,+910403676014,"H.No. 87, Dash Zila
Hapur 660331",Cuttack,540068,2025-01-29,Inactive,17,1999.09
95915501,Leena Seshadri,parikhyochana@example.net,+910076623779,"27/38
Om Street
Sri Ganganagar 245360",Dewas,726814,2025-12-27,Regular,2,1454.19
68368676,Praneel Bhatia,zbobal@example.com,+917895230098,"H.No. 70, Mittal Circle
Ratlam 769771",Barasat,438293,2023-08-16,Inactive,9,1349.65
86516507,Ansh Dua,mswaminathan@example.org,+911140624956,"44/652
Dutta, Ongole-964225",Vijayanagaram,507919,2023-10-30,Regular,5,1305.79
51662691,Thomas Warrior,divyadesai@example.com,+910149303135,"H.No. 47
Ganguly Street, Darbhanga-301356",Howrah,839415,2023-06-15,Regular,20,1939.36
37167025,Forum Vasa,aahuja@example.com,+918934783542,"731, Dixit Ganj, Tiruppur-070541",Agra,742377,2025-12-12,New,11,1449.02
62087019,Maya Vala,rraman@example.com,+918904295738,"26/19
Chaudhary Ganj
Farrukhabad-839814",Jaipur,070663,2024-01-28,Regular,16,1566.17
17583959,Pranit Anne,naveenpant@example.com,+917283877928,"36/09, Viswanathan Street
Karimnagar 079818",Dindigul,001552,2025-07-21,Regular,3,1331.35
37943415,Chaaya Mall,natarajantripti@example.org,+916464031829,"11/002, Loyal Zila, Mira-Bhayandar 736070",Phusro,340123,2024-03-28,Inactive,2,1438.15
88511951,Rajeshri Nanda,manbir86@example.org,+917786506600,"H.No. 65
Bandi Road
Bhatpara 781701",Erode,214832,2025-05-25,New,13,455.91
94464222,Megha Kar,ydesai@example.org,+913335690750,"10
Hayer Marg
Sagar 375641",Guwahati,142471,2025-09-18,New,4,505.55
47692511,Adya Som,kashish19@example.net,+910937218804,"72/982, Manda Zila, Bellary 596534",Ghaziabad,527326,2023-10-05,Inactive,11,919.63
4248376,Anthony Mistry,ravalyatin@example.org,+915804989776,"113, Johal Marg, Gandhinagar-574047",Chennai,072353,2023-10-25,Premium,15,531.28
76993914,Yadavi Nath,bajwatheodore@example.net,+917911566933,"28/24, Manda Path, Narasaraopet-370939",Bhusawal,504394,2025-03-15,New,15,1428.41
73750532,Sanya Thaman,dalajadevi@example.net,+914080571152,"19, Sood Street, Raipur-530895",Gwalior,646672,2023-10-15,Premium,18,1734.18
28312391,Frederick Bandi,pgera@example.org,+910720126265,"22/74
Sur Nagar
Guntakal-519059",Imphal,904119,2025-03-28,New,20,905.45
69913279,Osha Tata,janaki26@example.org,+912792236068,"H.No. 19, Raju Zila, Vijayanagaram-960409",Kavali,806336,2024-07-01,Premium,5,1698.11
34908251,Farhan Vala,obansal@example.org,+917003645109,"H.No. 994, Borra Ganj, Allahabad-683970",Amroha,953944,2023-11-13,Regular,15,288.28
76985008,Charles Mall,oviya67@example.com,+910495202955,"72/95, Behl Ganj, Barasat 748268",Jalna,535422,2024-04-07,Inactive,18,482.89
27086650,Divya Madan,fpalla@example.org,+917133273081,"30/492
Ghosh Path, Orai-498654",Kavali,783114,2023-03-04,New,10,219.55
47898125,Benjamin Borde,rsood@example.com,+918683216028,"094, Dhillon Marg
Panihati 596606",Kochi,249118,2023-12-26,Inactive,19,1763.0
24594595,Ayaan Goswami,raghavrajagopal@example.com,+911444624885,"98/71, Sankar Marg, Singrauli-138075",Vellore,847983,2025-08-09,Regular,9,1352.35
40624854,Jeremiah Bhardwaj,bimalachaudhari@example.com,+912932272593,"09/702
Brar Nagar, Fatehpur-442455",Raipur,119851,2024-10-12,Premium,4,613.98
61280038,Anika Sandal,pillayyashodhara@example.net,+918180138856,"53/953, Jain Path
Vellore 723888",Bidar,743650,2023-05-03,Inactive,2,1423.78
3820589,Sanaya Khare,sthakur@example.org,+912287835152,"46/883
Ranganathan
Chinsurah 502407",Firozabad,012164,2025-02-14,Premium,12,819.7
24926172,Upkaar Sunder,deolcharvi@example.net,+919340086274,"95/909
Bhasin
Chapra 659562",Medininagar,257222,2025-07-27,New,20,603.02
67798433,Balhaar Mittal,leena23@example.net,+916247146491,"581
Basak Chowk, Karimnagar 195060",Raebareli,287333,2025-07-06,Regular,15,816.55
73498546,Zashil Keer,gunbir60@example.org,+916785477503,"68/016, Bera Nagar
Unnao-863125",Ratlam,507587,2025-05-19,Premium,7,1153.15
59152009,Triya Panchal,sarthakbose@example.com,+912097451040,"H.No. 46
Deshpande Chowk
Firozabad-333073",Asansol,027237,2024-02-04,Inactive,18,386.84
75387740,Gaurangi Datta,forum45@example.org,+912143128462,"766, Shroff Road
Gwalior 921810",Srinagar,363822,2023-06-20,Premium,8,1633.8
21181620,Zarna Basak,chatterjeejason@example.net,+912268667220,"364, Viswanathan Road
Eluru 105133",Satara,555839,2025-11-04,New,1,855.47
60353166,Max Sathe,samar48@example.org,+914790955227,"57/272, Shroff Circle, Machilipatnam-932987",Gandhidham,828622,2025-12-25,Inactive,5,863.56
99391413,Adweta Sangha,benjamintiwari@example.com,+919158973355,"86/495, Bhardwaj Ganj, Amaravati 605235",Pimpri-Chinchwad,556836,2025-08-01,New,16,1511.84
79617152,Rachana Kannan,tchaudhari@example.com,+917697610609,"37
Puri, Navi Mumbai 106339",Rourkela,686318,2023-08-11,Regular,6,390.58
38181927,Luke Nagarajan,chamelivora@example.com,+915298819714,"57, Yogi Chowk
Bangalore-840589",Jalgaon,901401,2023-09-06,New,16,337.25
72981086,Chaman Kari,omkaar94@example.net,+915375964573,"54/302
Dalal Chowk
Mau 257347",Eluru,445098,2024-03-15,Inactive,15,728.03
30127942,Aarna Keer,pillayranveer@example.com,+919526692245,"H.No. 259, Nayar Zila
North Dumdum 881595",Jalandhar,920404,2024-03-08,Inactive,1,1583.54
26508565,Raagini Sidhu,yashvi00@example.com,+915994627260,"79/231, Krish Path, Alwar 864058",Ajmer,917217,2025-05-27,Inactive,18,297.34
33468318,Arjun Chauhan,dakshasathe@example.com,+916045228874,"H.No. 047
Das Marg, Gulbarga-739373",Ludhiana,905336,2023-06-26,Regular,3,1122.34
36451340,Arjun Barad,jhayashawini@example.org,+914347478568,"H.No. 75, Bir Path
Dharmavaram-596239",Thrissur,779252,2025-10-18,New,14,1309.13
50648100,Yahvi Hayer,eesha00@example.org,+914077594045,"53
Sahni Circle
Parbhani-103803",Rampur,767513,2025-04-21,New,14,509.69
98373470,Xiti Kaur,boaseadvay@example.net,+919082420409,"64
Bala Road
Madurai-693189",Haldia,785420,2024-05-04,New,4,1359.95
38445699,Zansi Bora,brijesh63@example.net,+913768325788,"185
Datta Road, Howrah 082810",Amroha,547875,2023-08-06,Regular,7,1749.46
61656541,Gaurika Mahajan,xalakgera@example.org,+912406088621,"46, Sabharwal Zila
Singrauli 403004",Tenali,955900,2024-03-21,Premium,16,500.8
21772321,Aachal Soman,mugdhahans@example.net,+915939342807,"29/64
Varty Road, Malegaon-111921",Aurangabad,621488,2024-06-01,Premium,17,1386.5
4916204,Veda Pandit,vmallick@example.com,+912988314675,"H.No. 023, Gill Ganj, Thrissur 408385",Alwar,488136,2025-02-03,Premium,9,920.56
50816691,Raksha Oza,khuranatanvi@example.net,+916096095901,"291
Badami Path, Giridih-779397",Muzaffarpur,219887,2024-07-13,Inactive,12,336.27
67373696,Xavier Pathak,bhargavatanmayi@example.org,+912606575329,"008
Apte Chowk, Srikakulam-099526",Satna,543999,2024-11-08,New,18,638.35
58350530,Raagini Prabhakar,wriddhish84@example.net,+914340998240,"56
Desai Chowk, Karaikudi-220826",Chittoor,489069,2023-01-09,New,8,1285.9
6218980,Oliver Mani,dev81@example.org,+913072671880,"16/017
Goda Chowk, Hajipur 229384",Latur,611561,2025-01-10,Inactive,15,746.16
16090782,Anay Gandhi,danifariq@example.com,+914116293626,"178
Mander Ganj
Begusarai-331363",Davanagere,480809,2024-01-07,Regular,1,1596.24
78247849,Ridhi Lad,charan91@example.org,+913285685124,"46, Varma Road
Rajkot-877978",Panipat,549543,2023-01-30,New,4,637.72
93350188,Tanish Agate,lohit45@example.com,+911599487857,"H.No. 061
Bhatia Marg
Eluru 930937",Aligarh,987156,2023-05-07,Regular,17,1339.42
40988883,Sudiksha Soni,nachiket91@example.org,+917552778564,"030
Kakar, Shivpuri 856097",Jalgaon,485613,2023-03-29,New,16,1464.85
18307861,Idika Kapur,nkanda@example.net,+914302661378,"H.No. 10
Gulati Zila, Satara-653673",Hyderabad,208080,2025-06-12,Inactive,18,742.27
8125606,Jagat Nanda,khoslaisha@example.com,+912844805704,"081, Bajwa Chowk, Medininagar-529354",Bhiwandi,851070,2024-07-29,Regular,13,502.12
3213990,Tanmayi Kulkarni,deepdominic@example.net,+912256388108,"43/93, Gulati Marg, Dewas 422160",Gwalior,083439,2025-03-09,Regular,1,1125.99
50510978,Omaja Kala,mangataadi@example.com,+910093139697,"H.No. 65
Agarwal Marg, Dindigul-578045",Silchar,081690,2024-04-22,Inactive,14,527.03
3279843,Hritik Mitter,kibeadweta@example.com,+910550422464,"H.No. 45, Krishnamurthy Zila
Cuttack-680641",Ramgarh,522807,2024-01-02,New,2,350.45
68636686,Aarush Khatri,kumerzilmil@example.net,+912353398765,"76, Patil Nagar
Fatehpur-824747",Noida,064008,2024-04-06,Regular,16,1608.07
39354177,Zinal Divan,nbajwa@example.com,+919230409823,"41
Sule Zila, Karawal Nagar-408261",Panvel,504258,2023-03-12,Regular,18,587.86
48528569,Oviya Kaul,anay66@example.com,+911328776919,"H.No. 226, Maharaj Marg, Medininagar 821563",Vasai-Virar,316851,2024-08-24,Premium,18,1518.14
58746115,Vincent Kibe,neelsubramanian@example.org,+914532048658,"H.No. 18, Kade Ganj, Ongole-704644",Motihari,741959,2023-02-19,Regular,10,296.39
728279,Daksh Tailor,sathvik33@example.org,+919231860512,"74/824, Sabharwal Street
Tadepalligudem 254640",Buxar,958303,2024-09-05,Inactive,9,625.6
44686002,Zayyan Bera,golejyoti@example.com,+911238143590,"41/279
Sandhu Marg
Noida-557713",Pali,615400,2023-02-09,Regular,2,299.52
50371507,Gautam Reddy,jasmit88@example.org,+911344831030,"48/018
Kumar Path, North Dumdum 179178",Satara,508573,2023-10-19,Regular,9,229.89
91068590,Amrita Ganesh,waida88@example.net,+918225388608,"H.No. 605, Buch Zila
Orai-945165",Davanagere,681208,2025-11-24,Regular,6,1866.64
80823603,Neel Ratta,sneha42@example.org,+915553003552,"H.No. 896
Konda Circle, Nashik 906714",Tirupati,467990,2023-06-26,Regular,15,655.2
83642049,Yochana Mahal,jagvi21@example.org,+918507246025,"H.No. 306
Choudhry Nagar, Surendranagar Dudhrej-620613",Nellore,182129,2025-03-21,Premium,18,1317.98
96068271,Kashvi Singh,chaturachatterjee@example.org,+914808167495,"482
Mane Street, Vasai-Virar-671288",Davanagere,521590,2023-09-27,Regular,10,1000.97
36559161,Jagdish Chander,thakuraadhya@example.net,+910641349849,"H.No. 398, Karpe Zila, Panchkula-765769",Medininagar,066130,2023-09-05,Premium,17,852.71
45888302,Lila Wable,aarnadubey@example.com,+916769838618,"82/08
Nadkarni
Pudukkottai-222917",Jehanabad,382830,2025-11-24,New,18,300.57
65315356,Logan Kaur,hiral88@example.com,+915378829356,"53/09, Agate Marg, Rourkela-214033",Guntakal,389369,2023-05-02,New,10,379.74
60890166,Manan Balan,avni99@example.org,+910193379459,"H.No. 775, Prabhakar Chowk
Ambala 182388",Jalgaon,771517,2023-08-04,Premium,12,396.8
82075177,Fariq Narayan,yashica80@example.com,+918439897295,"74/077, Halder Road, Hapur 768172",Jammu,985942,2023-03-30,Premium,1,243.89
16348223,Wishi Mahajan,narangwilliam@example.com,+911897289493,"073, Dugar Path, Srikakulam 193633",Panvel,699568,2024-06-04,Inactive,11,398.77
56890076,Hema Sethi,krishnanandrew@example.net,+913183307201,"124, Khatri Road
Malegaon-928906",Tadipatri,599525,2025-01-18,Premium,3,1717.92
54915743,Dominic Kalla,prakashabhiram@example.org,+910023313913,"H.No. 97
Jha Path
Salem-507245",Ujjain,010473,2023-06-02,Inactive,1,1768.1
62405026,Rohan Hora,sekhonamara@example.net,+913090145174,"59/07
Dhillon Chowk, Amaravati 248371",Vellore,153871,2024-08-01,New,18,1537.59
68986336,Bhavna Randhawa,nakullal@example.net,+911395896364,"63
Subramanian Path
Visakhapatnam-159662",Baranagar,102804,2024-07-27,Inactive,11,1548.76
78431176,Warda Chacko,zayanmadan@example.net,+915456026930,"H.No. 68, Gola Zila, Thane-445608",Malegaon,420688,2023-12-04,Regular,7,1968.85
92764025,Turvi Ratta,yatan66@example.org,+911989456191,"68/540
Virk Street, Secunderabad 302830",Ozhukarai,338520,2024-02-13,Premium,16,1527.1
16032466,Jasmit Pandey,borahxalak@example.org,+912168821797,"11/69
Natt Chowk
Kozhikode 737685",Raipur,759544,2025-11-26,Regular,5,1611.86
3356955,Gunbir Borah,mapte@example.org,+916953290954,"H.No. 52
Bal Street, Tezpur 944714",Karimnagar,677467,2023-05-09,Inactive,3,1017.53
71715920,Luke Tailor,mgoswami@example.net,+917886706948,"H.No. 57
Dyal Circle, Visakhapatnam 987325",Jamalpur,157913,2024-03-28,Premium,3,1965.44
32955439,Hemani Kala,kmallick@example.org,+911814129426,"775
Sarma Path, Khora -790611",Nagercoil,224395,2024-03-03,Inactive,20,766.61
91668834,Samaksh Thaker,sabharwalparth@example.com,+919640447360,"39
Nayar Street
Jamalpur 447278",Bidhannagar,176485,2025-01-06,Inactive,20,556.05
32664523,Hemal D’Alia,vasudha93@example.org,+911864096288,"H.No. 54
Soman Path, Ghaziabad-291436",Ghaziabad,846593,2025-09-01,Premium,14,1313.15
56212918,Gavin Sheth,zansi50@example.net,+911026612367,"H.No. 887
Bhargava Ganj, Durg-120388",Akola,525372,2024-04-19,New,8,795.73
72314204,Chanakya Bose,kgarg@example.org,+912456984255,"H.No. 781, Ramesh, Nangloi Jat-390652",Kalyan-Dombivli,005235,2025-11-05,Regular,3,886.74
81458674,Kashish Khosla,forumpatla@example.com,+918952155821,"68
Aurora Road, Ongole 029059",Tirupati,884084,2023-09-04,Regular,10,835.63
90587153,Nitara Kapoor,borachameli@example.org,+919404508833,"98/89
Bal Marg, Kottayam 296953",Haldia,295055,2024-08-04,Inactive,14,1659.64
17459663,Manthan Sabharwal,osarin@example.org,+915505693264,"32/47
Vyas Zila, Aurangabad-220178",Naihati,348868,2025-01-07,Premium,9,1954.72
94046583,Bakhshi Korpal,pranitkurian@example.com,+915578013458,"39/52, Ratti Ganj, Bhiwani 690338",Madurai,504419,2024-04-06,New,5,421.64
29758396,Naveen Kumar,vgola@example.net,+918278057920,"408, Mishra Zila
Thoothukudi 365265",Nanded,394350,2025-09-05,Premium,10,1464.21
10895676,Vihaan Lad,pratti@example.com,+911263195580,"97/38, Chandran Road, Bihar Sharif-817932",Tenali,532782,2023-10-24,New,4,621.73
27547061,Maanas Garde,narayanannitesh@example.org,+910806110917,"H.No. 97
Bhardwaj Ganj
Ghaziabad-887225",Gudivada,965763,2024-03-06,Premium,20,1295.55
81062518,Advay Sood,zparikh@example.com,+915637223941,"H.No. 121
Karnik Zila
Chennai 473003",Morena,462047,2024-10-07,New,3,1437.28
82555455,Warhi Bhasin,vyanjana85@example.com,+914265693279,"H.No. 26, Deshpande Zila, Bharatpur 838798",Dhule,267736,2024-10-08,Premium,17,1977.13
63726916,Ranbir Virk,lekhakeer@example.net,+911988328487,"95
Ravi Circle, Madanapalle-223027",Etawah,951137,2024-05-12,Premium,10,1288.69
95938723,Yatin Bains,esibal@example.org,+919410367066,"85/35
Kala Street
Rourkela 086744",Bhagalpur,685153,2024-10-26,Premium,14,1175.87
29513477,Avni Dave,wiyer@example.net,+917862734150,"195, Rajan Nagar
Jamalpur 004779",Morena,070343,2024-05-13,Premium,5,1023.12
77919327,Quincy Wable,omyarao@example.org,+912885670719,"86, Bir Marg, Suryapet 736136",Noida,754666,2025-09-18,New,5,902.11
77349301,Kiaan Kulkarni,rushil62@example.net,+911557364514,"19/37, Singh Street, Karnal-983797",Anantapuram,337532,2025-10-29,Inactive,14,1633.28
32098870,Victor Ramakrishnan,mohini36@example.net,+914683446862,"H.No. 528
Borah Circle, Gopalpur-657243",Singrauli,801345,2025-06-22,Premium,13,727.88
49839019,Chandani Grover,cmahajan@example.com,+917637525349,"94/55
Naidu Street, Bharatpur-560460",Bareilly,488381,2023-11-23,Inactive,6,776.68
30026695,Manya Mahajan,ppandey@example.net,+916308577905,"H.No. 80, Mane Nagar, Thanjavur-285262",Ahmednagar,442433,2024-09-18,New,3,627.23
34591931,Varenya Warrior,ikbal77@example.com,+912627562072,"H.No. 56, Madan, Hazaribagh 928927",Bhusawal,702140,2025-07-21,Premium,8,1442.56
46606192,Bhavna Dhar,hamsinimaharaj@example.com,+912252255084,"H.No. 152, Sarma Road
Bhatpara-211807",Phusro,208453,2024-02-25,Regular,9,1509.59
55208241,Lopa Aggarwal,elijahbail@example.org,+910273422650,"42
Chandra Circle, Ajmer 119421",Latur,280329,2025-11-24,Regular,10,1611.62
21181422,Rachana Karan,rwali@example.com,+910633590981,"662, Om Chowk
Hyderabad 837598",Thanjavur,017407,2024-06-18,Premium,11,626.12
40862941,Wridesh Maharaj,uray@example.net,+918422253203,"08
Sandal Street, Anantapuram-498093",Buxar,732113,2024-06-27,Premium,16,1180.4
77200545,Pranit Srivastava,nimratpanchal@example.com,+910138474220,"10
Ganguly, Tirupati-628134",Aligarh,147074,2024-05-25,Premium,7,780.54
33876467,Tanay Prashad,hardikshere@example.org,+910705315051,"26/177
Barman Road
Anantapur-316417",Raipur,708566,2023-05-28,Regular,15,464.47
28425205,Vedhika Kurian,waida20@example.net,+910966032045,"H.No. 999, Mani Street
Raipur 512656",Bijapur,076182,2024-05-05,New,5,516.38
3573502,Ayush Manda,gdubey@example.com,+910418014919,"H.No. 92
Kuruvilla Street, Parbhani-746338",Durgapur,004315,2025-12-08,Inactive,7,1576.78
10211101,Bina Gokhale,sathvikbasu@example.net,+917481851147,"67/381, Menon Street, Bangalore-953767",Kulti,382384,2025-07-20,New,8,1610.58
94440151,Frederick Chhabra,hiral41@example.com,+910354156838,"H.No. 77
Patla Path, Maheshtala-012587",Siliguri,764471,2025-04-02,Premium,8,887.26
23217426,Luke Bawa,darlakshmi@example.net,+911081354493,"86/57, Bora Path
Bhiwani-755485",Kakinada,578247,2023-03-15,Regular,7,1925.89
43890881,Vihaan Ramesh,hemanginimadan@example.net,+917723196536,"706, Sehgal Ganj, Nandyal-176982",Amaravati,402356,2024-03-21,New,16,442.38
6640029,Lopa Deshmukh,isaacmahajan@example.org,+911602046230,"26/53, Pant Path
Kota 660410",Maheshtala,093236,2025-12-30,Premium,4,1994.98
15644806,Gaurang Rastogi,johalnaksh@example.com,+918412164656,"97/948, Thakkar Marg
Ranchi 039551",Adoni,779282,2024-01-18,Inactive,4,775.74
69753267,Patrick Narayanan,contractorijaya@example.net,+919962176537,"H.No. 06
Bhargava Ganj
Katihar-919249",Vasai-Virar,529579,2024-08-24,New,12,1140.97
34851447,Chandresh Brahmbhatt,pillaymanya@example.com,+916713862518,"17/22, Nagarajan, Cuttack 283462",Bokaro,233757,2025-12-19,Regular,15,1959.7
99557034,Charles Edwin,ayushmanjaggi@example.org,+910697480067,"07/795, Kala
Jamnagar 082121",Giridih,860515,2025-09-02,Regular,17,1980.13
73913415,Adya Keer,lavanyaseshadri@example.org,+916306318329,"64/007, Kakar, Sangli-Miraj & Kupwad-302810",Mahbubnagar,220627,2023-08-27,New,19,1186.3
24518125,Idika Tak,chatresh62@example.com,+910936925427,"77
Kumar Zila, Hajipur-639244",Kolkata,109492,2024-07-12,New,17,545.57
26887612,Brinda Palan,narayananjonathan@example.com,+910780558170,"79/887, Virk Street, Patna-110385",Bettiah,597241,2025-12-29,Regular,11,1243.03
90685044,Veda Garg,tbora@example.org,+913792084708,"00, Shanker Marg
Bathinda-160442",Madanapalle,286324,2025-02-18,Inactive,20,625.21
51371479,Yuvraj Nagi,tristan91@example.net,+914620156747,"15/50, Golla Road
Junagadh-932712",Narasaraopet,763822,2025-01-05,New,1,1105.43
77458300,Amrita Sane,bhavya93@example.net,+914643796432,"57/72, Bakshi Nagar, Morbi-175818",North Dumdum,458110,2025-05-25,Inactive,13,1432.74
85755815,Ranveer Mahal,amairaviswanathan@example.net,+919288924122,"557, Bir Road
Gopalpur-758716",Mahbubnagar,871940,2025-10-12,New,19,293.49
27528502,Aachal Chaudhari,yashica50@example.net,+912125815568,"H.No. 21
Sura Road, Karawal Nagar 186491",Serampore,039946,2023-05-21,Inactive,15,671.05
11918557,Yashvi Lad,sehgalekbal@example.com,+914261553335,"H.No. 311
Chana Chowk, Karnal-235197",Udupi,840697,2025-06-11,Inactive,11,1892.38
68238969,Balvan Purohit,unanda@example.net,+915817515983,"11/48, Sarma Marg
Khora  079880",Muzaffarpur,862636,2023-02-10,Inactive,18,1465.59
97709405,Abdul Jaggi,pmalhotra@example.com,+916893972901,"443, Manda Path, Khora  751345",Khora ,470000,2024-12-29,New,10,1639.04
58139450,Vasana Dugar,siyasarraf@example.com,+919642421700,"33
Ratti Ganj, Etawah 574458",Indore,610685,2025-05-10,Premium,10,1421.16
